url;perfume;brand;country;gender;rating_value;rating_count;year;top;middle;base;perfumer1;perfumer2;mainaccord1;mainaccord2;mainaccord3;mainaccord4;mainaccord5;popularity_score;longevity_score;sillage_score;perfume_id
https://www.fragrantica.com/perfume/paco-rabanne/invictus-intense-42891.html;invictus-intense;paco-rabanne;Spain;men;4.0;1241;2016;orange blossom, black pepper;whiskey, laurels;amber, ambergris, salt;unknown;;amber;fresh spicy;whiskey;animalic;white floral;28.497913049973697;Strong;Strong;P033
https://www.fragrantica.com/perfume/trussardi/my-land-16027.html;my-land;trussardi;Italy;men;4.0;1223;2012;green mandarin, bergamot;lavender, violet, calone;leather, cashmere wood, tonka bean, vetiver;alexandra kosinski;;citrus;leather;woody;aromatic;lavender;28.43951785228909;Very Strong;Strong;P034
https://www.fragrantica.com/perfume/escada/island-kiss-1355.html;island-kiss;escada;Germany;women;4.0;1169;2004;mango, passionfruit, raspberry, passion flower, orange, magnolia, white flowers;white peach, red berries, hibiscus, rose hip;musk, sandalwood, white woods;philippe romano;;fruity;sweet;tropical;floral;;28.25903611116721;Strong;Strong;P035
https://www.fragrantica.com/perfume/xerjoff/fiore-d-ulivo-6311.html;fiore-d-ulivo;xerjoff;Italy;women;4.0;1143;2009;amalfi lemon, lotus, basil, ambrette (musk mallow);olive blossom, magnolia, jasmine;musk, benzoin, amber;angeline poubeau leporini;;floral;citrus;aromatic;fresh spicy;musky;28.169144687758973;Moderate;Strong;P036
https://www.fragrantica.com/perfume/xerjoff/accento-55156.html;accento;xerjoff;Italy;unisex;4.0;1087;2019;pineapple, hyacinth;iris, jasmine, pink pepper;musk, vetiver, amber, vanilla, patchouli;christian carbonnel;laura santander;musky;powdery;sweet;earthy;fruity;27.96838570966355;Strong;Moderate;P037
https://www.fragrantica.com/perfume/yves-saint-laurent/mon-paris-intensement-59538.html;mon-paris-intensement;yves-saint-laurent;France;women;4.0;1077;2020;raspberry, black currant, pear, orange, bergamot;may rose, bulgarian rose, peony, datura, freesia;vanilla, patchouli, white musk, benzoin, cashmeran;unknown;;fruity;rose;floral;sweet;vanilla;27.93145100587577;Very Strong;Very Strong;P038
https://www.fragrantica.com/perfume/lanvin/l-homme-sport-5717.html;l-homme-sport;lanvin;France;men;4.0;1048;2009;amalfi lemon, bergamot, pepper, petitgrain;sage, lavender;oakmoss, indonesian patchouli leaf, musk;unknown;;aromatic;citrus;fresh spicy;herbal;lavender;27.82237043358519;Moderate;Strong;P039
https://www.fragrantica.com/perfume/juicy-couture/viva-la-juicy-rose-33567.html;viva-la-juicy-rose;juicy-couture;USA;women;4.0;1011;2015;pear, mandarin orange, jasmine;rose, peony, jasmine sambac;ambroxan, orris, benzoin;unknown;;rose;floral;fresh;fruity;citrus;27.678735399389645;Strong;Moderate;P040
https://www.fragrantica.com/perfume/jean-paul-gaultier/scandal-a-paris-54275.html;scandal-a-paris;jean-paul-gaultier;France;women;4.0;996;2019;pear;jasmine;honey;daphné bugey;;honey;sweet;fruity;white floral;floral;27.619003079847356;Strong;Moderate;P041
https://www.fragrantica.com/perfume/bdk-parfums/tubereuse-imperiale-39474.html;tubereuse-imperiale;bdk-parfums;France;unisex;4.0;980;2016;geranium, rosebay willowherb;indian tuberose, ylang-ylang, jasmine sambac, egyptian jasmine, iris;madagascar vanilla, benzoin, sandalwood, cashmeran, singapore patchouli, incense, cypress;cecile matton;;white floral;tuberose;woody;yellow floral;vanilla;27.55428983826145;Strong;Strong;P042
https://www.fragrantica.com/perfume/narciso-rodriguez/essence-eau-de-musc-11427.html;essence-eau-de-musc;narciso-rodriguez;USA;women;4.0;970;2011;iris, rose;musk;amber;unknown;;powdery;musky;iris;violet;rose;27.5133058731653;Strong;Moderate;P043
https://www.fragrantica.com/perfume/coty/l-aimant-10934.html;l-aimant;coty;USA;women;4.0;961;1927;aldehydes, neroli, peach, bergamot;ylang-ylang, rose, jasmine, geranium, orchid;musk, vanille, sandalwood, tonka bean, vetiver, virginia cedar;vincent roubert;;woody;aldehydic;powdery;sweet;rose;27.476057802662822;Very Strong;Strong;P044
https://www.fragrantica.com/perfume/avon/far-away-royale-63896.html;far-away-royale;avon;USA;women;4.0;954;2020;coriander extract, plum, bergamot;jasmine, orange blossom, tunisian neroli;madagascar vanilla, myrrh, peru balsam;jean-marc chaillan;verônica casanova;amber;vanilla;balsamic;sweet;white floral;27.44684536192292;Moderate;Moderate;P045
https://www.fragrantica.com/perfume/natura/humor-5-26115.html;humor-5;natura;Brazil;women;4.0;942;2009;cherry, raspberry, big strawberry;jasmine, heliotrope, lily-of-the-valley;vanilla, amber, sandalwood;magali lara;;sweet;fruity;cherry;vanilla;powdery;27.39626513053383;Strong;Moderate;P046
https://www.fragrantica.com/perfume/zara/gardenia-68682.html;gardenia;zara;Spain;women;4.0;929;2021;orange blossom;coffee;vanilla;unknown;;vanilla;coffee;white floral;warm spicy;sweet;27.340738344589205;Moderate;Moderate;P047
https://www.fragrantica.com/perfume/fragonard/belle-de-nuit-3365.html;belle-de-nuit;fragonard;France;women;4.0;928;2001;gardenia, ylang-ylang, mirabilis;rose, violet, geranium;dried plum, musk, woody notes;unknown;;rose;powdery;floral;fruity;violet;27.336434955255356;Moderate;Moderate;P048
https://www.fragrantica.com/perfume/iceberg/the-iceberg-fragrance-2633.html;the-iceberg-fragrance;iceberg;Italy;women;4.0;909;2008;coriander, pear, bergamot, red berries;pistachio, almond, violet, mimosa, peony;suede, vanilla, patchouli, musk;natalie gracia-cetto;;powdery;aromatic;sweet;fruity;woody;27.253778398043583;Very Strong;Strong;P049
https://www.fragrantica.com/perfume/givenchy/gentlemen-only-intense-23519.html;gentlemen-only-intense;givenchy;France;men;4.0;903;2014;birch leaf, black pepper, green mandarin, pink pepper, mint, lemon;leather, patchouli, texas cedar, violet leaf, coriander;tonka bean, incense, amber, vanila, sandalwood, vetiver;jean jacques;;amber;leather;smoky;woody;warm spicy;27.227317441568704;Very Strong;Moderate;P050
